ACCESSION,DISPLAY_NAME,FILENAME,ASM_NAME,ASM_LENGTH,TOTAL_PROTEIN,NCBI_TAXID,phylum,subphylum,class,subclass,order,family,genus,species,TOTAL_IDP
GCA_000167075.2,Saccharomyces kudriavzevii IFO 1802 (GCA_000167075),Saccharomyces_kudriavzevii_ifo_1802_gca_000167075.Saccharomyces_kudriavzevii_strain_IFO1802_v1.0,Saccharomyces_kudriavzevii_strain_IFO1802_v1.0,11189057,3764,114524,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces kudriavzevii,1247
GCA_001298375.2,Saccharomyces sp. 'boulardii' str. biocodex (GCA_001298375),Saccharomyces_sp_boulardii__gca_001298375.ASM129837v2,ASM129837v2,11999562,5482,252598,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces boulardii (nom. inval.),2130
GCA_001413975.1,Saccharomyces sp. 'boulardii' str. unique28 (GCA_001413975),Saccharomyces_sp_boulardii__gca_001413975.ASM141397v1,ASM141397v1,12001065,5493,252598,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces boulardii (nom. inval.),2131
GCA_000412225.2,Saccharomycetaceae sp. 'Ashbya aceri' (GCA_000412225),Saccharomycetaceae_sp_ashbya_aceri__gca_000412225.ASM41222v2,ASM41222v2,8894523,4487,566037,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,,Saccharomycetaceae sp. 'Ashbya aceri',1649
GCA_000227095.3,Saitoella complicata NRRL Y-17804 (GCA_000227095),Saitoella_complicata_nrrl_y_17804_gca_000227095.Scomplicata_3.0,Scomplicata_3.0,14130614,7119,5606,Ascomycota,Taphrinomycotina,,,,,Saitoella,Saitoella complicata,3435
GCA_001661265.1,Saitoella complicata NRRL Y-17804 (GCA_001661265),Saitoella_complicata_nrrl_y_17804_gca_001661265.Saico1,Saico1,14136186,7034,5606,Ascomycota,Taphrinomycotina,,,,,Saitoella,Saitoella complicata,2813
GCA_000732125.1,Scedosporium apiospermum str. IHEM 14462 (GCA_000732125),Scedosporium_apiospermum_gca_000732125.ScApio1.0,ScApio1.0,43437139,8376,563466,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Microascales,Microascaceae,Scedosporium,Scedosporium apiospermum,3735
GCA_000209165.1,Scheffersomyces stipitis CBS 6054 (GCA_000209165),Scheffersomyces_stipitis_cbs_6054_gca_000209165.ASM20916v1,ASM20916v1,15441179,5818,4924,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Scheffersomyces,Scheffersomyces stipitis,1905
GCA_000143185.1,Schizophyllum commune H4-8 (GCA_000143185),Schizophyllum_commune_h4_8_gca_000143185.v1.0,v1.0,38482026,13190,5334,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Schizophyllaceae,Schizophyllum,Schizophyllum commune,5655
GCA_001020605.1,Schizopora paradoxa str. KUC8140 (GCA_001020605),Schizopora_paradoxa_gca_001020605.Schpa1,Schpa1,44406206,17088,27342,Basidiomycota,Agaricomycotina,Agaricomycetes,,Hymenochaetales,Schizoporaceae,Schizopora,Schizopora paradoxa,5691
GCA_000004155.2,Schizosaccharomyces cryophilus,Schizosaccharomyces_cryophilus.GCA_000004155.2,SCY4,11554764,5155,866546,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces cryophilus,1705
GCA_000149845.2,Schizosaccharomyces japonicus,Schizosaccharomyces_japonicus.GCA_000149845.2,SJ5,11733154,4878,4897,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces japonicus,1617
GCA_000150505.2,Schizosaccharomyces octosporus,Schizosaccharomyces_octosporus.GCA_000150505.2,SO6,11634473,4986,4899,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces octosporus,1693
GCA_000002945.2,Schizosaccharomyces pombe,Schizosaccharomyces_pombe.ASM294v2,ASM294v2,12631379,5145,4896,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces pombe,1476
GCA_000827425.1,Scleroderma citrinum Foug A (GCA_000827425),Scleroderma_citrinum_foug_a_gca_000827425.Scleroderma_citrinum_Foug_A_v1.0,Scleroderma citrinum Foug A v1.0,56144862,20990,68788,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Sclerodermataceae,Scleroderma,Scleroderma citrinum,5648
GCA_000503235.1,Sclerotinia borealis F-4128 (GCA_000503235),Sclerotinia_borealis_f_4128_gca_000503235.SBOR_1,SBOR_1,39450085,10166,77105,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Sclerotinia,Sclerotinia borealis,4956
GCA_000146945.1,Sclerotinia sclerotiorum,Sclerotinia_sclerotiorum.ASM14694v1,ASM14694v1,27274596,10175,5180,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Sclerotinia,Sclerotinia sclerotiorum,3539
GCA_001857865.1,Sclerotinia sclerotiorum 1980 UF-70 (GCA_001857865),Sclerotinia_sclerotiorum_1980_uf_70_gca_001857865.ASM185786v1,ASM185786v1,38906597,11130,5180,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Sclerotinia,Sclerotinia sclerotiorum,4948
GCA_000313545.1,Serendipita indica DSM 11827 (GCA_000313545),Serendipita_indica_dsm_11827_gca_000313545.ASM31354v1,ASM31354v1,24979980,11766,65672,Basidiomycota,Agaricomycotina,Agaricomycetes,,Sebacinales,Serendipitaceae,Serendipita,Serendipita indica,4920
GCA_000827415.1,Serendipita vermifera MAFF 305830 (GCA_000827415),Serendipita_vermifera_maff_305830_gca_000827415.Sebacina_vermifera_MAFF_305830_v1.0,Sebacina vermifera MAFF 305830 v1.0,38094242,15234,109899,Basidiomycota,Agaricomycotina,Agaricomycetes,,Sebacinales,Serendipitaceae,Serendipita,Serendipita vermifera,5389
GCA_000218725.1,Serpula lacrymans var. lacrymans S7.3 (GCA_000218725),Serpula_lacrymans_var_lacrymans_s7_3_gca_000218725.v1.0,v1.0,46993781,14481,85982,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Serpulaceae,Serpula,Serpula lacrymans,4366
GCA_000218685.1,Serpula lacrymans var. lacrymans S7.9 (GCA_000218685),Serpula_lacrymans_var_lacrymans_s7_9_gca_000218685.v1.0,v1.0,42797233,12920,85982,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Serpulaceae,Serpula,Serpula lacrymans,4079
GCA_001630475.1,Sistotremastrum niveocremeum HHB9708 (GCA_001630475),Sistotremastrum_niveocremeum_hhb9708_gca_001630475.Sisni1,Sisni1,35361098,13069,139134,Basidiomycota,Agaricomycotina,Agaricomycetes,,Trechisporales,Hydnodontaceae,Sistotremastrum,Sistotremastrum niveocremeum,4804
GCA_001632355.1,Sistotremastrum suecicum HHB10207 ss-3 (GCA_001632355),Sistotremastrum_suecicum_hhb10207_ss_3_gca_001632355.Sissu1,Sissu1,33857913,13651,467971,Basidiomycota,Agaricomycotina,Agaricomycetes,,Trechisporales,Hydnodontaceae,Sistotremastrum,Sistotremastrum suecicum,4844
GCA_000182805.2,Sordaria macrospora k-hell (GCA_000182805),Sordaria_macrospora_k_hell_gca_000182805.ASM18280v2,ASM18280v2,38391383,9898,5147,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Sordariaceae,Sordaria,Sordaria macrospora,5616
GCA_000223485.1,Spathaspora passalidarum NRRL Y-27907 (GCA_000223485),Spathaspora_passalidarum_nrrl_y_27907_gca_000223485.Spathaspora_passalidarum_v2.0,Spathaspora passalidarum v2.0,13182099,5983,340170,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Spathaspora,Spathaspora passalidarum,2023
GCA_000827215.1,Sphaerobolus stellatus SS14 (GCA_000827215),Sphaerobolus_stellatus_ss14_gca_000827215.Sphst1,Sphst1,176372157,25075,68786,Basidiomycota,Agaricomycotina,Agaricomycetes,Phallomycetidae,Geastrales,Sphaerobolaceae,Sphaerobolus,Sphaerobolus stellatus,7047
GCA_000320565.2,Sphaerulina musiva SO2202 (GCA_000320565),Sphaerulina_musiva_so2202_gca_000320565.Septoria_musiva_SO2202_v1.0,Septoria musiva SO2202 v1.0,29352103,10156,85929,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Sphaerulina,Sphaerulina musiva,4749
GCA_000182565.2,Spizellomyces punctatus DAOM BR117 (GCA_000182565),Spizellomyces_punctatus_daom_br117_gca_000182565.S_punctatus_V1,S_punctatus_V1,24131112,8950,109760,Chytridiomycota,,Chytridiomycetes,,Spizellomycetales,Spizellomycetaceae,Spizellomyces,Spizellomyces punctatus,4469
GCA_000230245.1,Sporisorium reilianum,Sporisorium_reilianum.GCA_000230245.1,ASM23024v1,18476874,6673,72558,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Sporisorium,Sporisorium reilianum,3948
GCA_900162835.1,Sporisorium reilianum f. sp. reilianum (GCA_900162835),Sporisorium_reilianum_f_sp_reilianum_gca_900162835.version_2,version 2,18522598,6682,72558,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Sporisorium,Sporisorium reilianum,3966
GCA_000820605.1,Sporothrix brasiliensis 5110 (GCA_000820605),Sporothrix_brasiliensis_5110_gca_000820605.S_brasiliensis_5110_v1,S_brasiliensis_5110_v1,33205847,9091,545650,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Sporothrix,Sporothrix brasiliensis,5055
GCA_001636815.1,Sporothrix insectorum RCEF 264 (GCA_001636815),Sporothrix_insectorum_rcef_264_gca_001636815.SPI_1.0,SPI 1.0,34722120,9496,150359,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Sporothrix,Sporothrix insectorum,5272
GCA_000961545.1,Sporothrix schenckii 1099-18 (GCA_000961545),Sporothrix_schenckii_1099_18_gca_000961545.S_schenckii_v1,S_schenckii_v1,32375103,10293,29908,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Sporothrix,Sporothrix schenckii,5633
GCA_000474925.1,Sporothrix schenckii ATCC 58251 (GCA_000474925),Sporothrix_schenckii_atcc_58251_gca_000474925.Spor_sche_ATCC58251_V1,Spor_sche_ATCC58251_V1,32228000,8674,29908,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Sporothrix,Sporothrix schenckii,4780
GCA_000430065.1,Spraguea lophii 42_110 (GCA_000430065),Spraguea_lophii_42_110_gca_000430065.Sprlop1.0,Sprlop1.0,4980876,2499,51541,Microsporidia,,,,,Spraguidae,Spraguea,Spraguea lophii,377
GCA_000732765.1,Stachybotrys chartarum IBT 40288 (GCA_000732765),Stachybotrys_chartarum_ibt_40288_gca_000732765.S40288v1,S40288v1,36012651,11368,74722,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Stachybotryaceae,Stachybotrys,Stachybotrys chartarum,4945
GCA_000732565.1,Stachybotrys chartarum IBT 40293 (GCA_000732565),Stachybotrys_chartarum_ibt_40293_gca_000732565.S40293v1,S40293v1,36480513,11453,74722,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Stachybotryaceae,Stachybotrys,Stachybotrys chartarum,5014
GCA_000730325.1,Stachybotrys chartarum IBT 7711 (GCA_000730325),Stachybotrys_chartarum_ibt_7711_gca_000730325.S7711v1,S7711v1,36879702,11530,74722,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Stachybotryaceae,Stachybotrys,Stachybotrys chartarum,5032
GCA_000732775.1,Stachybotrys chlorohalonata IBT 40285 (GCA_000732775),Stachybotrys_chlorohalonata_ibt_40285_gca_000732775.S40285v1,S40285v1,34390047,10706,388913,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Stachybotryaceae,Stachybotrys,Stachybotrys chlorohalonata,4687
GCA_001644525.1,Stagonospora sp. SRC1lsM3a (GCA_001644525),Stagonospora_sp_src1lsm3a_gca_001644525.Stasp1,Stasp1,36082944,14425,765868,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Massarinaceae,Stagonospora,Stagonospora sp. SRC1lsM3a,5576
GCA_001191545.1,Stemphylium lycopersici str. CIDEFI 216 (GCA_001191545),Stemphylium_lycopersici_gca_001191545.ASM119154v1,ASM119154v1,35173254,8997,183478,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporaceae,Stemphylium,Stemphylium lycopersici,4738
GCA_000264905.1,Stereum hirsutum FP-91666 SS1 (GCA_000264905),Stereum_hirsutum_fp_91666_ss1_gca_000264905.Stehi1,Stehi1,46511623,1612,40492,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Stereaceae,Stereum,Stereum hirsutum,662
GCA_001640025.2,Sugiyamaella lignohabitans str. CBS 10342 (GCA_001640025),Sugiyamaella_lignohabitans_gca_001640025.ASM164002v2,ASM164002v2,15982127,5135,796027,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Trichomonascaceae,Sugiyamaella,Sugiyamaella lignohabitans,2355
GCA_001661415.1,Suhomyces tanzawaensis NRRL Y-17324 (GCA_001661415),Suhomyces_tanzawaensis_nrrl_y_17324_gca_001661415.Canta1,Canta1,13136204,5884,46583,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Suhomyces,Suhomyces tanzawaensis,1891
GCA_000827255.1,Suillus luteus UH-Slu-Lm8-n1 (GCA_000827255),Suillus_luteus_uh_slu_lm8_n1_gca_000827255.Suilu1,Suilu1,37014302,18297,5384,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Suillaceae,Suillus,Suillus luteus,4928
GCA_002105135.1,Syncephalastrum racemosum str. NRRL 2496,Syncephalastrum_racemosum_gca_002105135.Synrac1,Synrac1,30745403,11121,13706,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Syncephalastraceae,Syncephalastrum,Syncephalastrum racemosum,4264
GCA_001907595.1,Talaromyces atroroseus str. IBT 11181 (GCA_001907595),Talaromyces_atroroseus_gca_001907595.ASM190759v1,ASM190759v1,30858562,9523,1441469,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces atroroseus,4042
GCA_000829775.1,Talaromyces cellulolyticus str. Y-94 (GCA_000829775),Talaromyces_cellulolyticus_gca_000829775.TcelY94_1.0,TcelY94_1.0,36402801,1615,1472165,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces cellulolyticus,498
GCA_000985935.1,Talaromyces islandicus (GCA_000985935),Talaromyces_islandicus_gca_000985935.PIS,PIS,34715840,9927,28573,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces islandicus,4199
GCA_000001985.1,Talaromyces marneffei ATCC 18224 (GCA_000001985),Talaromyces_marneffei_atcc_18224_gca_000001985.JCVI-PMFA1-2.0,JCVI-PMFA1-2.0,28643865,10023,37727,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces marneffei,4496
GCA_000750115.1,Talaromyces marneffei PM1 (GCA_000750115),Talaromyces_marneffei_pm1_gca_000750115.ASM75011v1,ASM75011v1,28337260,9480,37727,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces marneffei,5718
GCA_000003125.1,Talaromyces stipitatus ATCC 10500 (GCA_000003125),Talaromyces_stipitatus_atcc_10500_gca_000003125.JCVI-TSTA1-3.0,JCVI-TSTA1-3.0,35685443,12457,28564,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces stipitatus,5079
GCA_001263195.1,Termitomyces sp. J132 (GCA_001263195),Termitomyces_sp_j132_gca_001263195.TerJ1321.0,TerJ1321.0,67296805,11143,1306850,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Lyophyllaceae,Termitomyces,Termitomyces sp. J132,3762
GCA_003144125.1,Testicularia cyperi str. MCA 3645 (GCA_003144125),Testicularia_cyperi_gca_003144125.Tescy1,Tescy1,20778962,7069,1882483,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Anthracoideaceae,Testicularia,Testicularia cyperi,3865
GCA_000315915.1,Tetrapisispora blattae CBS 6284 (GCA_000315915),Tetrapisispora_blattae_cbs_6284_gca_000315915.ASM31591v1,ASM31591v1,14048593,5389,1071379,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Tetrapisispora,Tetrapisispora blattae,2271
GCA_000236905.1,Tetrapisispora phaffii CBS 4417 (GCA_000236905),Tetrapisispora_phaffii_cbs_4417_gca_000236905.ASM23690v1,ASM23690v1,12115070,5253,113608,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Tetrapisispora,Tetrapisispora phaffii,1794
GCA_000226095.1,Thermothelomyces thermophila ATCC 42464 (GCA_000226095),Thermothelomyces_thermophila_atcc_42464_gca_000226095.ASM22609v1,ASM22609v1,38744216,9097,78579,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Thermothelomyces,Thermothelomyces thermophilus,4815
GCA_000226115.1,Thielavia terrestris NRRL 8126 (GCA_000226115),Thielavia_terrestris_nrrl_8126_gca_000226115.ASM22611v1,ASM22611v1,36912256,9802,35720,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Thermothielavioides,Thermothielavioides terrestris,4887
GCA_000968615.1,Thielaviopsis punctulata (GCA_000968615),Thielaviopsis_punctulata_gca_000968615.ASM96861v1,ASM96861v1,28117660,5296,72032,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Microascales,Ceratocystidaceae,Thielaviopsis,Thielaviopsis punctulata,2540
GCA_001645005.1,Tilletia caries str. DAOM 238032 (GCA_001645005),Tilletia_caries_gca_001645005.ASM164500v1,ASM164500v1,29540861,10204,13290,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Tilletiales,Tilletiaceae,Tilletia,Tilletia caries,6059
GCA_001645045.1,Tilletia controversa str. DAOM 236426 (GCA_001645045),Tilletia_controversa_gca_001645045.ASM164504v1,ASM164504v1,28841097,9860,13291,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Tilletiales,Tilletiaceae,Tilletia,Tilletia controversa,5994
GCA_001645015.1,Tilletia indica str. DAOM 236416 (GCA_001645015),Tilletia_indica_gca_001645015.ASM164501v1,ASM164501v1,30384772,9548,43049,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Tilletiales,Tilletiaceae,Tilletia,Tilletia indica,5965
GCA_001645055.1,Tilletia walkeri str. DAOM 236422 (GCA_001645055),Tilletia_walkeri_gca_001645055.ASM164505v1,ASM164505v1,24344748,7970,117179,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Tilletiales,Tilletiaceae,Tilletia,Tilletia walkeri,4907
GCA_000711695.1,Tilletiaria anomala UBC 951 (GCA_000711695),Tilletiaria_anomala_ubc_951_gca_000711695.Tilletiaria_anomala_UBC_951_v1.0,Tilletiaria anomala UBC 951 v1.0,18704010,6808,5281,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Georgefischeriales,Tilletiariaceae,Tilletiaria,Tilletiaria anomala,3429
GCA_003144115.1,Tilletiopsis washingtonensis str. MCA 4186 (GCA_003144115),Tilletiopsis_washingtonensis_gca_003144115.Tilwa1,Tilwa1,18761941,7005,58919,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Entylomatales,,Tilletiopsis,Tilletiopsis washingtonensis,3972
GCA_002901185.1,Tolypocladium capitatum str. CBS 113982 (GCA_002901185),Tolypocladium_capitatum_gca_002901185.ASM290118v1,ASM290118v1,22985095,7534,45235,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium capitatum,4134
GCA_001189435.1,Tolypocladium ophioglossoides CBS 100239 (GCA_001189435),Tolypocladium_ophioglossoides_cbs_100239_gca_001189435.Tophv1.0,Tophv1.0,31245833,9158,71617,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium ophioglossoides,4572
GCA_002916505.1,Tolypocladium paradoxum str. NRBC 100945 (GCA_002916505),Tolypocladium_paradoxum_gca_002916505.ASM291650v1,ASM291650v1,27610157,8913,94208,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium paradoxum,4473
GCA_000825705.1,Torrubiella hemipterigena str. BCC 1449 (GCA_000825705),Torrubiella_hemipterigena_gca_000825705.Allpaths-LG,Allpaths-LG,28476206,10773,1531966,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Torrubiella,Torrubiella hemipterigena,4468
GCA_001661475.1,Tortispora caseinolytica NRRL Y-17796 (GCA_001661475),Tortispora_caseinolytica_nrrl_y_17796_gca_001661475.Canca1,Canca1,9180161,4656,51930,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Trigonopsidaceae,Tortispora,Tortispora caseinolytica,1253
GCA_000243375.1,Torulaspora delbrueckii str. CBS 1146 (GCA_000243375),Torulaspora_delbrueckii_gca_000243375.ASM24337v1,ASM24337v1,9220678,4972,4950,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Torulaspora,Torulaspora delbrueckii,1755
GCA_000316135.1,Trachipleistophora hominis (GCA_000316135),Trachipleistophora_hominis_gca_000316135.ASM31613v1,ASM31613v1,8498182,3212,72359,Microsporidia,,,,,Pleistophoridae,Trachipleistophora,Trachipleistophora hominis,566
GCA_000765035.1,Trametes cinnabarina str. BRFM137 (GCA_000765035),Trametes_cinnabarina_gca_000765035.BN946,BN946,33668918,10233,5643,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes cinnabarina,4984
GCA_002092935.1,Trametes coccinea BRFM310 (GCA_002092935),Trametes_coccinea_brfm310_gca_002092935.Pycco1,Pycco1,32757859,12692,158605,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes coccinea,5362
GCA_001895945.1,Trametes pubescens str. FBCC735 (GCA_001895945),Trametes_pubescens_gca_001895945.ASM189594v1,ASM189594v1,39739821,14438,154538,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes pubescens,6341
GCA_000271585.1,Trametes versicolor FP-101664 SS1 (GCA_000271585),Trametes_versicolor_fp_101664_ss1_gca_000271585.Trametes_versicolor_v1.0,Trametes versicolor v1.0,44794008,1029,5325,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes versicolor,412
GCA_000271645.1,Tremella mesenterica DSM 1558 (GCA_000271645),Tremella_mesenterica_dsm_1558_gca_000271645.Treme1,Treme1,28639919,1456,5217,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Tremellaceae,Tremella,Tremella mesenterica,776
GCA_003025105.1,Trichoderma asperellum CBS 433.97 (GCA_003025105),Trichoderma_asperellum_cbs_433_97_gca_003025105.Trias_v._1.0,Trias v. 1.0,37464610,12556,101201,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma asperellum,4483
GCA_000171015.2,Trichoderma atroviride IMI 206040 (GCA_000171015),Trichoderma_atroviride_imi_206040_gca_000171015.TRIAT_v2.0,TRIAT v2.0,36143664,11771,63577,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma atroviride,4220
GCA_003025115.1,Trichoderma citrinoviride str. TUCIM 6016 (GCA_003025115),Trichoderma_citrinoviride_gca_003025115.Trici_v4.0,Trici v4.0,33215161,9734,58853,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma citrinoviride,4234
