ACCESSION,SPECIES,ASM_NAME,NCBI_TAXID,ASM_LENGTH,TOTAL_PROTEIN,DNA_URL,PEP_URL,FILENAME,phylum,subphylum,class,subclass,order,family,genus,TOTAL_IDP,NAME
GCA_001298625.1,Saccharomyces eubayanus str. FM1318 (GCA_001298625),SEUB3.0,1080349,11734173,5379,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/saccharomyces_eubayanus_gca_001298625/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/saccharomyces_eubayanus_gca_001298625/pep,Saccharomyces_eubayanus_gca_001298625.SEUB3.0,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2096,Saccharomyces_eubayanus
GCA_000167075.2,Saccharomyces kudriavzevii IFO 1802 (GCA_000167075),Saccharomyces_kudriavzevii_strain_IFO1802_v1.0,114524,11189057,3764,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/saccharomyces_kudriavzevii_ifo_1802_gca_000167075/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/saccharomyces_kudriavzevii_ifo_1802_gca_000167075/pep,Saccharomyces_kudriavzevii_ifo_1802_gca_000167075.Saccharomyces_kudriavzevii_strain_IFO1802_v1.0,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,1247,Saccharomyces_kudriavzevii
GCA_001298375.2,Saccharomyces sp. 'boulardii' str. biocodex (GCA_001298375),ASM129837v2,252598,11999562,5482,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/saccharomyces_sp_boulardii__gca_001298375/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/saccharomyces_sp_boulardii__gca_001298375/pep,Saccharomyces_sp_boulardii__gca_001298375.ASM129837v2,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2130,Saccharomyces_sp
GCA_001413975.1,Saccharomyces sp. 'boulardii' str. unique28 (GCA_001413975),ASM141397v1,252598,12001065,5493,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/saccharomyces_sp_boulardii__gca_001413975/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/saccharomyces_sp_boulardii__gca_001413975/pep,Saccharomyces_sp_boulardii__gca_001413975.ASM141397v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,2131,Saccharomyces_sp
GCA_000412225.2,Saccharomycetaceae sp. 'Ashbya aceri' (GCA_000412225),ASM41222v2,566037,8894523,4487,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/saccharomycetaceae_sp_ashbya_aceri__gca_000412225/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/saccharomycetaceae_sp_ashbya_aceri__gca_000412225/pep,Saccharomycetaceae_sp_ashbya_aceri__gca_000412225.ASM41222v2,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,,1649,Saccharomycetaceae_sp
GCA_000227095.3,Saitoella complicata NRRL Y-17804 (GCA_000227095),Scomplicata_3.0,5606,14130614,7119,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saitoella_complicata_nrrl_y_17804_gca_000227095/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/saitoella_complicata_nrrl_y_17804_gca_000227095/pep,Saitoella_complicata_nrrl_y_17804_gca_000227095.Scomplicata_3.0,Ascomycota,Taphrinomycotina,,,,,Saitoella,3435,Saitoella_complicata
GCA_001661265.1,Saitoella complicata NRRL Y-17804 (GCA_001661265),Saico1,5606,14136186,7034,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/saitoella_complicata_nrrl_y_17804_gca_001661265/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/saitoella_complicata_nrrl_y_17804_gca_001661265/pep,Saitoella_complicata_nrrl_y_17804_gca_001661265.Saico1,Ascomycota,Taphrinomycotina,,,,,Saitoella,2813,Saitoella_complicata
GCA_000732125.1,Scedosporium apiospermum str. IHEM 14462 (GCA_000732125),ScApio1.0,563466,43437139,8376,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/scedosporium_apiospermum_gca_000732125/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/scedosporium_apiospermum_gca_000732125/pep,Scedosporium_apiospermum_gca_000732125.ScApio1.0,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Microascales,Microascaceae,Scedosporium,3735,Scedosporium_apiospermum
GCA_000209165.1,Scheffersomyces stipitis CBS 6054 (GCA_000209165),ASM20916v1,4924,15441179,5818,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/scheffersomyces_stipitis_cbs_6054_gca_000209165/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/scheffersomyces_stipitis_cbs_6054_gca_000209165/pep,Scheffersomyces_stipitis_cbs_6054_gca_000209165.ASM20916v1,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Scheffersomyces,1905,Scheffersomyces_stipitis
GCA_000143185.1,Schizophyllum commune H4-8 (GCA_000143185),v1.0,5334,38482026,13190,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/schizophyllum_commune_h4_8_gca_000143185/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/schizophyllum_commune_h4_8_gca_000143185/pep,Schizophyllum_commune_h4_8_gca_000143185.v1.0,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Schizophyllaceae,Schizophyllum,5655,Schizophyllum_commune
GCA_001020605.1,Schizopora paradoxa str. KUC8140 (GCA_001020605),Schpa1,27342,44406206,17088,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/schizopora_paradoxa_gca_001020605/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/schizopora_paradoxa_gca_001020605/pep,Schizopora_paradoxa_gca_001020605.Schpa1,Basidiomycota,Agaricomycotina,Agaricomycetes,,Hymenochaetales,Schizoporaceae,Schizopora,5691,Schizopora_paradoxa
GCA_000004155.2,Schizosaccharomyces cryophilus,SCY4,866546,11554764,5155,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/schizosaccharomyces_cryophilus/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/schizosaccharomyces_cryophilus/pep,Schizosaccharomyces_cryophilus.GCA_000004155.2,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,1705,Schizosaccharomyces_cryophilus
GCA_000149845.2,Schizosaccharomyces japonicus,SJ5,4897,11733154,4878,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/schizosaccharomyces_japonicus/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/schizosaccharomyces_japonicus/pep,Schizosaccharomyces_japonicus.GCA_000149845.2,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,1617,Schizosaccharomyces_japonicus
GCA_000150505.2,Schizosaccharomyces octosporus,SO6,4899,11634473,4986,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/schizosaccharomyces_octosporus/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/schizosaccharomyces_octosporus/pep,Schizosaccharomyces_octosporus.GCA_000150505.2,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,1693,Schizosaccharomyces_octosporus
GCA_000002945.2,Schizosaccharomyces pombe,ASM294v2,4896,12631379,5145,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/schizosaccharomyces_pombe/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/schizosaccharomyces_pombe/pep,Schizosaccharomyces_pombe.ASM294v2,Ascomycota,Taphrinomycotina,Schizosaccharomycetes,,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,1476,Schizosaccharomyces_pombe
GCA_000827425.1,Scleroderma citrinum Foug A (GCA_000827425),Scleroderma citrinum Foug A v1.0,68788,56144862,20990,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/scleroderma_citrinum_foug_a_gca_000827425/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/scleroderma_citrinum_foug_a_gca_000827425/pep,Scleroderma_citrinum_foug_a_gca_000827425.Scleroderma_citrinum_Foug_A_v1.0,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Sclerodermataceae,Scleroderma,5648,Scleroderma_citrinum
GCA_000503235.1,Sclerotinia borealis F-4128 (GCA_000503235),SBOR_1,77105,39450085,10166,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/sclerotinia_borealis_f_4128_gca_000503235/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/sclerotinia_borealis_f_4128_gca_000503235/pep,Sclerotinia_borealis_f_4128_gca_000503235.SBOR_1,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Sclerotinia,4956,Sclerotinia_borealis
GCA_000146945.1,Sclerotinia sclerotiorum,ASM14694v1,5180,27274596,10175,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/sclerotinia_sclerotiorum/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/sclerotinia_sclerotiorum/pep,Sclerotinia_sclerotiorum.ASM14694v1,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Sclerotinia,3539,Sclerotinia_sclerotiorum
GCA_001857865.1,Sclerotinia sclerotiorum 1980 UF-70 (GCA_001857865),ASM185786v1,5180,38906597,11130,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/sclerotinia_sclerotiorum_1980_uf_70_gca_001857865/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/sclerotinia_sclerotiorum_1980_uf_70_gca_001857865/pep,Sclerotinia_sclerotiorum_1980_uf_70_gca_001857865.ASM185786v1,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Sclerotinia,4948,Sclerotinia_sclerotiorum
GCA_000313545.1,Serendipita indica DSM 11827 (GCA_000313545),ASM31354v1,65672,24979980,11766,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/serendipita_indica_dsm_11827_gca_000313545/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/serendipita_indica_dsm_11827_gca_000313545/pep,Serendipita_indica_dsm_11827_gca_000313545.ASM31354v1,Basidiomycota,Agaricomycotina,Agaricomycetes,,Sebacinales,Serendipitaceae,Serendipita,4920,Serendipita_indica
GCA_000827415.1,Serendipita vermifera MAFF 305830 (GCA_000827415),Sebacina vermifera MAFF 305830 v1.0,109899,38094242,15234,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/serendipita_vermifera_maff_305830_gca_000827415/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/serendipita_vermifera_maff_305830_gca_000827415/pep,Serendipita_vermifera_maff_305830_gca_000827415.Sebacina_vermifera_MAFF_305830_v1.0,Basidiomycota,Agaricomycotina,Agaricomycetes,,Sebacinales,Serendipitaceae,Serendipita,5389,Serendipita_vermifera
GCA_000218725.1,Serpula lacrymans var. lacrymans S7.3 (GCA_000218725),v1.0,85982,46993781,14481,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/serpula_lacrymans_var_lacrymans_s7_3_gca_000218725/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/serpula_lacrymans_var_lacrymans_s7_3_gca_000218725/pep,Serpula_lacrymans_var_lacrymans_s7_3_gca_000218725.v1.0,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Serpulaceae,Serpula,4366,Serpula_lacrymans
GCA_000218685.1,Serpula lacrymans var. lacrymans S7.9 (GCA_000218685),v1.0,85982,42797233,12920,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/serpula_lacrymans_var_lacrymans_s7_9_gca_000218685/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/serpula_lacrymans_var_lacrymans_s7_9_gca_000218685/pep,Serpula_lacrymans_var_lacrymans_s7_9_gca_000218685.v1.0,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Serpulaceae,Serpula,4079,Serpula_lacrymans
GCA_001630475.1,Sistotremastrum niveocremeum HHB9708 (GCA_001630475),Sisni1,139134,35361098,13069,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/sistotremastrum_niveocremeum_hhb9708_gca_001630475/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/sistotremastrum_niveocremeum_hhb9708_gca_001630475/pep,Sistotremastrum_niveocremeum_hhb9708_gca_001630475.Sisni1,Basidiomycota,Agaricomycotina,Agaricomycetes,,Trechisporales,Hydnodontaceae,Sistotremastrum,4804,Sistotremastrum_niveocremeum
GCA_001632355.1,Sistotremastrum suecicum HHB10207 ss-3 (GCA_001632355),Sissu1,467971,33857913,13651,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/sistotremastrum_suecicum_hhb10207_ss_3_gca_001632355/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/sistotremastrum_suecicum_hhb10207_ss_3_gca_001632355/pep,Sistotremastrum_suecicum_hhb10207_ss_3_gca_001632355.Sissu1,Basidiomycota,Agaricomycotina,Agaricomycetes,,Trechisporales,Hydnodontaceae,Sistotremastrum,4844,Sistotremastrum_suecicum
GCA_000182805.2,Sordaria macrospora k-hell (GCA_000182805),ASM18280v2,5147,38391383,9898,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/sordaria_macrospora_k_hell_gca_000182805/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/sordaria_macrospora_k_hell_gca_000182805/pep,Sordaria_macrospora_k_hell_gca_000182805.ASM18280v2,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Sordariaceae,Sordaria,5616,Sordaria_macrospora
GCA_000223485.1,Spathaspora passalidarum NRRL Y-27907 (GCA_000223485),Spathaspora passalidarum v2.0,340170,13182099,5983,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/spathaspora_passalidarum_nrrl_y_27907_gca_000223485/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/spathaspora_passalidarum_nrrl_y_27907_gca_000223485/pep,Spathaspora_passalidarum_nrrl_y_27907_gca_000223485.Spathaspora_passalidarum_v2.0,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Debaryomycetaceae,Spathaspora,2023,Spathaspora_passalidarum
GCA_000827215.1,Sphaerobolus stellatus SS14 (GCA_000827215),Sphst1,68786,176372157,25075,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/sphaerobolus_stellatus_ss14_gca_000827215/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/sphaerobolus_stellatus_ss14_gca_000827215/pep,Sphaerobolus_stellatus_ss14_gca_000827215.Sphst1,Basidiomycota,Agaricomycotina,Agaricomycetes,Phallomycetidae,Geastrales,Sphaerobolaceae,Sphaerobolus,7047,Sphaerobolus_stellatus
GCA_000320565.2,Sphaerulina musiva SO2202 (GCA_000320565),Septoria musiva SO2202 v1.0,85929,29352103,10156,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/sphaerulina_musiva_so2202_gca_000320565/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/sphaerulina_musiva_so2202_gca_000320565/pep,Sphaerulina_musiva_so2202_gca_000320565.Septoria_musiva_SO2202_v1.0,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Sphaerulina,4749,Sphaerulina_musiva
GCA_000182565.2,Spizellomyces punctatus DAOM BR117 (GCA_000182565),S_punctatus_V1,109760,24131112,8950,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_chytridiomycota1_collection/spizellomyces_punctatus_daom_br117_gca_000182565/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_chytridiomycota1_collection/spizellomyces_punctatus_daom_br117_gca_000182565/pep,Spizellomyces_punctatus_daom_br117_gca_000182565.S_punctatus_V1,Chytridiomycota,,Chytridiomycetes,,Spizellomycetales,Spizellomycetaceae,Spizellomyces,4469,Spizellomyces_punctatus
GCA_000230245.1,Sporisorium reilianum,ASM23024v1,72558,18476874,6673,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/sporisorium_reilianum/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/sporisorium_reilianum/pep,Sporisorium_reilianum.GCA_000230245.1,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Sporisorium,3948,Sporisorium_reilianum
GCA_900162835.1,Sporisorium reilianum f. sp. reilianum (GCA_900162835),version 2,72558,18522598,6682,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/sporisorium_reilianum_f_sp_reilianum_gca_900162835/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_basidiomycota1_collection/sporisorium_reilianum_f_sp_reilianum_gca_900162835/pep,Sporisorium_reilianum_f_sp_reilianum_gca_900162835.version_2,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Sporisorium,3966,Sporisorium_reilianum
GCA_000820605.1,Sporothrix brasiliensis 5110 (GCA_000820605),S_brasiliensis_5110_v1,545650,33205847,9091,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/sporothrix_brasiliensis_5110_gca_000820605/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/sporothrix_brasiliensis_5110_gca_000820605/pep,Sporothrix_brasiliensis_5110_gca_000820605.S_brasiliensis_5110_v1,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Sporothrix,5055,Sporothrix_brasiliensis
GCA_001636815.1,Sporothrix insectorum RCEF 264 (GCA_001636815),SPI 1.0,150359,34722120,9496,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/sporothrix_insectorum_rcef_264_gca_001636815/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota3_collection/sporothrix_insectorum_rcef_264_gca_001636815/pep,Sporothrix_insectorum_rcef_264_gca_001636815.SPI_1.0,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Sporothrix,5272,Sporothrix_insectorum
GCA_000961545.1,Sporothrix schenckii 1099-18 (GCA_000961545),S_schenckii_v1,29908,32375103,10293,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/sporothrix_schenckii_1099_18_gca_000961545/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota2_collection/sporothrix_schenckii_1099_18_gca_000961545/pep,Sporothrix_schenckii_1099_18_gca_000961545.S_schenckii_v1,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Sporothrix,5633,Sporothrix_schenckii
GCA_000474925.1,Sporothrix schenckii ATCC 58251 (GCA_000474925),Spor_sche_ATCC58251_V1,29908,32228000,8674,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/sporothrix_schenckii_atcc_58251_gca_000474925/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/sporothrix_schenckii_atcc_58251_gca_000474925/pep,Sporothrix_schenckii_atcc_58251_gca_000474925.Spor_sche_ATCC58251_V1,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Ophiostomatales,Ophiostomataceae,Sporothrix,4780,Sporothrix_schenckii
GCA_000430065.1,Spraguea lophii 42_110 (GCA_000430065),Sprlop1.0,51541,4980876,2499,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_microsporidia1_collection/spraguea_lophii_42_110_gca_000430065/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_microsporidia1_collection/spraguea_lophii_42_110_gca_000430065/pep,Spraguea_lophii_42_110_gca_000430065.Sprlop1.0,Microsporidia,,,,,Spraguidae,Spraguea,377,Spraguea_lophii
GCA_000732765.1,Stachybotrys chartarum IBT 40288 (GCA_000732765),S40288v1,74722,36012651,11368,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/stachybotrys_chartarum_ibt_40288_gca_000732765/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/stachybotrys_chartarum_ibt_40288_gca_000732765/pep,Stachybotrys_chartarum_ibt_40288_gca_000732765.S40288v1,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Stachybotryaceae,Stachybotrys,4945,Stachybotrys_chartarum
GCA_000732565.1,Stachybotrys chartarum IBT 40293 (GCA_000732565),S40293v1,74722,36480513,11453,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/stachybotrys_chartarum_ibt_40293_gca_000732565/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/stachybotrys_chartarum_ibt_40293_gca_000732565/pep,Stachybotrys_chartarum_ibt_40293_gca_000732565.S40293v1,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Stachybotryaceae,Stachybotrys,5014,Stachybotrys_chartarum
GCA_000730325.1,Stachybotrys chartarum IBT 7711 (GCA_000730325),S7711v1,74722,36879702,11530,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/stachybotrys_chartarum_ibt_7711_gca_000730325/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/stachybotrys_chartarum_ibt_7711_gca_000730325/pep,Stachybotrys_chartarum_ibt_7711_gca_000730325.S7711v1,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Stachybotryaceae,Stachybotrys,5032,Stachybotrys_chartarum
GCA_000732775.1,Stachybotrys chlorohalonata IBT 40285 (GCA_000732775),S40285v1,388913,34390047,10706,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/stachybotrys_chlorohalonata_ibt_40285_gca_000732775/dna,http://ftp.ebi.ac.uk/ensemblgenomes/pub/release-49/fungi/fasta/fungi_ascomycota1_collection/stachybotrys_chlorohalonata_ibt_40285_gca_000732775/pep,Stachybotrys_chlorohalonata_ibt_40285_gca_000732775.S40285v1,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Stachybotryaceae,Stachybotrys,4687,Stachybotrys_chlorohalonata
